70149,199425,329216,590336,917760,1245186,1507337,1835028,458752,720896,983040,1310720,1638404,1900556,2032151,2032927,1114112,1442048,1704705,1902086,2034704,2036506,1973023,1713180,1838592,1971458,2039305,2041620,1912861,1652767,1326361,999182,2044676,1980684,1850903,1589023,1261086,932374,602891,338691,1719568,1456154,1126431,796700,532242,267784,134658,67584,990237,725791,461849,198414,66309,257,0,0,328222,196630,65547,3,0,0,0,512
199425,329216,590336,917760,1245186,1507337,1835028,1966109,720896,983040,1310720,1638404,1900556,2032151,2032927,1968670,1442048,1704705,1902086,2034704,2036506,1973023,1713180,1453586,1971458,2039305,2041620,1912861,1652767,1326361,999182,737029,1980684,1850903,1589023,1261086,932374,602891,338691,205056,1456154,1126431,796700,532242,267784,134658,67584,1024,725791,461849,198414,66309,257,0,0,0,196630,65547,3,0,0,0,512,1028
329216,590336,917760,1245186,1507337,1835028,1966109,2031647,983040,1310720,1638404,1900556,2032151,2032927,1968670,1839382,1704705,1902086,2034704,2036506,1973023,1713180,1453586,1127944,2039305,2041620,1912861,1652767,1326361,999182,737029,473857,1850903,1589023,1261086,932374,602891,338691,205056,71680,1126431,796700,532242,267784,134658,67584,1024,256,461849,198414,66309,257,0,0,0,2,65547,3,0,0,0,512,1028,67853
590336,917760,1245186,1507337,1835028,1966109,2031647,2031897,1310720,1638404,1900556,2032151,2032927,1968670,1839382,1579275,1902086,2034704,2036506,1973023,1713180,1453586,1127944,801794,2041620,1912861,1652767,1326361,999182,737029,473857,210176,1589023,1261086,932374,602891,338691,205056,71680,4096,796700,532242,267784,134658,67584,1024,256,1,198414,66309,257,0,0,0,2,9,3,0,0,0,512,1028,67853,200472
917760,1245186,1507337,1835028,1966109,2031647,2031897,1901582,1638404,1900556,2032151,2032927,1968670,1839382,1579275,1253891,2034704,2036506,1973023,1713180,1453586,1127944,801794,540416,1912861,1652767,1326361,999182,737029,473857,210176,77056,1261086,932374,602891,338691,205056,71680,4096,2560,532242,267784,134658,67584,1024,256,1,6,66309,257,0,0,0,2,9,65812,0,0,0,512,1028,67853,200472,399135
1245186,1507337,1835028,1966109,2031647,2031897,1901582,1640453,1900556,2032151,2032927,1968670,1839382,1579275,1253891,928512,2036506,1973023,1713180,1453586,1127944,801794,540416,278272,1652767,1326361,999182,737029,473857,210176,77056,9216,932374,602891,338691,205056,71680,4096,2560,1284,267784,134658,67584,1024,256,1,6,16,257,0,0,0,2,9,65812,131869,0,0,512,1028,67853,200472,399135,663582
1507337,1835028,1966109,2031647,2031897,1901582,1640453,1314816,2032151,2032927,1968670,1839382,1579275,1253891,928512,603392,1973023,1713180,1453586,1127944,801794,540416,278272,146432,1326361,999182,737029,473857,210176,77056,9216,6659,602891,338691,205056,71680,4096,2560,1284,526,134658,67584,1024,256,1,6,16,28,0,0,0,2,9,65812,131869,329759,0,512,1028,67853,200472,399135,663582,994068
1835028,1966109,2031647,2031897,1901582,1640453,1314816,989184,2032927,1968670,1839382,1579275,1253891,928512,603392,342784,1713180,1453586,1127944,801794,540416,278272,146432,13826,999182,737029,473857,210176,77056,9216,6659,4363,338691,205056,71680,4096,2560,1284,526,25,67584,1024,256,1,6,16,28,131103,0,0,2,9,65812,131869,329759,593431,512,1028,67853,200472,399135,663582,994068,1323785
1966109,2031647,2031897,1901582,1640453,1314816,989184,663808,1968670,1839382,1579275,1253891,928512,603392,342784,147201,1453586,1127944,801794,540416,278272,146432,13826,11784,737029,473857,210176,77056,9216,6659,4363,2582,205056,71680,4096,2560,1284,526,25,31,1024,256,1,6,16,28,131103,262426,0,2,9,65812,131869,329759,593431,923148,1028,67853,200472,399135,663582,994068,1323785,1653250
2031647,2031897,1901582,1640453,1314816,989184,663808,403968,1839382,1579275,1253891,928512,603392,342784,147201,81669,1127944,801794,540416,278272,146432,13826,11784,9490,473857,210176,77056,9216,6659,4363,2582,1566,71680,4096,2560,1284,526,25,31,65565,256,1,6,16,28,131103,262426,525072,2,9,65812,131869,329759,593431,923148,1253124,67853,200472,399135,663582,994068,1323785,1653250,1916416
2031897,1901582,1640453,1314816,989184,663808,403968,209667,1579275,1253891,928512,603392,342784,147201,81669,15630,801794,540416,278272,146432,13826,11784,9490,7196,210176,77056,9216,6659,4363,2582,1566,543,4096,2560,1284,526,25,31,65565,196628,1,6,16,28,131103,262426,525072,788230,9,65812,131869,329759,593431,923148,1253124,1517568,200472,399135,663582,994068,1323785,1653250,1916416,2047744
1901582,1640453,1314816,989184,663808,403968,209667,80139,1253891,928512,603392,342784,147201,81669,15630,14361,540416,278272,146432,13826,11784,9490,7196,4895,77056,9216,6659,4363,2582,1566,543,65559,2560,1284,526,25,31,65565,196628,458761,6,16,28,131103,262426,525072,788230,1117185,65812,131869,329759,593431,923148,1253124,1517568,1847296,399135,663582,994068,1323785,1653250,1916416,2047744,2047488
1640453,1314816,989184,663808,403968,209667,80139,15894,928512,603392,342784,147201,81669,15630,14361,12319,278272,146432,13826,11784,9490,7196,4895,3098,9216,6659,4363,2582,1566,543,65559,196620,1284,526,25,31,65565,196628,458761,720898,16,28,131103,262426,525072,788230,1117185,1446656,131869,329759,593431,923148,1253124,1517568,1847296,1980416,663582,994068,1323785,1653250,1916416,2047744,2047488,1980673
1314816,989184,663808,403968,209667,80139,15894,16158,603392,342784,147201,81669,15630,14361,12319,10269,146432,13826,11784,9490,7196,4895,3098,1808,6659,4363,2582,1566,543,65559,196620,327684,526,25,31,65565,196628,458761,720898,983552,28,131103,262426,525072,788230,1117185,1446656,1711104,329759,593431,923148,1253124,1517568,1847296,1980416,2047232,994068,1323785,1653250,1916416,2047744,2047488,1980673,1848069
989184,663808,403968,209667,80139,15894,16158,15903,342784,147201,81669,15630,14361,12319,10269,7956,13826,11784,9490,7196,4895,3098,1808,131846,4363,2582,1566,543,65559,196620,327684,589824,25,31,65565,196628,458761,720898,983552,1312256,131103,262426,525072,788230,1117185,1446656,1711104,1975552,593431,923148,1253124,1517568,1847296,1980416,2047232,2047747,1323785,1653250,1916416,2047744,2047488,1980673,1848069,1518095
663808,403968,209667,80139,15894,16158,15903,14871,147201,81669,15630,14361,12319,10269,7956,5641,11784,9490,7196,4895,3098,1808,131846,262401,2582,1566,543,65559,196620,327684,589824,917504,31,65565,196628,458761,720898,983552,1312256,1640960,262426,525072,788230,1117185,1446656,1711104,1975552,2043394,923148,1253124,1517568,1847296,1980416,2047232,2047747,1916683,1653250,1916416,2047744,2047488,1980673,1848069,1518095,1253657
403968,209667,80139,15894,16158,15903,14871,13068,81669,15630,14361,12319,10269,7956,5641,69122,9490,7196,4895,3098,1808,131846,262401,524288,1566,543,65559,196620,327684,589824,917504,1245184,65565,196628,458761,720898,983552,1312256,1640960,1904897,525072,788230,1117185,1446656,1711104,1975552,2043394,2045448,1253124,1517568,1847296,1980416,2047232,2047747,1916683,1653526,1916416,2047744,2047488,1980673,1848069,1518095,1253657,923679
209667,80139,15894,16158,15903,14871,13068,11012,15630,14361,12319,10269,7956,5641,69122,198656,7196,4895,3098,1808,131846,262401,524288,786432,543,65559,196620,327684,589824,917504,1245184,1507840,196628,458761,720898,983552,1312256,1640960,1904897,2038021,788230,1117185,1446656,1711104,1975552,2043394,2045448,1981458,1517568,1847296,1980416,2047232,2047747,1916683,1653526,1324318,2047744,2047488,1980673,1848069,1518095,1253657,923679,593949
80139,15894,16158,15903,14871,13068,11012,73984,14361,12319,10269,7956,5641,69122,198656,459776,4895,3098,1808,131846,262401,524288,786432,1114112,65559,196620,327684,589824,917504,1245184,1507840,1836035,458761,720898,983552,1312256,1640960,1904897,2038021,2040591,1117185,1446656,1711104,1975552,2043394,2045448,1981458,1720092,1847296,1980416,2047232,2047747,1916683,1653526,1324318,994591,2047488,1980673,1848069,1518095,1253657,923679,593949,330003
15894,16158,15903,14871,13068,11012,73984,202752,12319,10269,7956,5641,69122,198656,459776,721152,3098,1808,131846,262401,524288,786432,1114112,1441794,196620,327684,589824,917504,1245184,1507840,1836035,1968395,720898,983552,1312256,1640960,1904897,2038021,2040591,1977369,1446656,1711104,1975552,2043394,2045448,1981458,1720092,1457951,1980416,2047232,2047747,1916683,1653526,1324318,994591,729879,1980673,1848069,1518095,1253657,923679,593949,330003,197897
16158,15903,14871,13068,11012,73984,202752,331776,10269,7956,5641,69122,198656,459776,721152,983041,1808,131846,262401,524288,786432,1114112,1441794,1703944,327684,589824,917504,1245184,1507840,1836035,1968395,2035478,983552,1312256,1640960,1904897,2038021,2040591,1977369,1848351,1711104,1975552,2043394,2045448,1981458,1720092,1457951,1129498,2047232,2047747,1916683,1653526,1324318,994591,729879,465420,1848069,1518095,1253657,923679,593949,330003,197897,66050
15903,14871,13068,11012,73984,202752,331776,592384,7956,5641,69122,198656,459776,721152,983041,1310725,131846,262401,524288,786432,1114112,1441794,1703944,1966354,589824,917504,1245184,1507840,1836035,1968395,2035478,2037534,1312256,1640960,1904897,2038021,2040591,1977369,1848351,1522461,1975552,2043394,2045448,1981458,1720092,1457951,1129498,800528,2047747,1916683,1653526,1324318,994591,729879,465420,201220,1518095,1253657,923679,593949,330003,197897,66050,0
14871,13068,11012,73984,202752,331776,592384,918787,5641,69122,198656,459776,721152,983041,1310725,1638415,262401,524288,786432,1114112,1441794,1703944,1966354,2032412,917504,1245184,1507840,1836035,1968395,2035478,2037534,1908767,1640960,1904897,2038021,2040591,1977369,1848351,1522461,1261075,2043394,2045448,1981458,1720092,1457951,1129498,800528,536326,1916683,1653526,1324318,994591,729879,465420,201220,68352,1253657,923679,593949,330003,197897,66050,0,0
13068,11012,73984,202752,331776,592384,918787,1245707,69122,198656,459776,721152,983041,1310725,1638415,1900569,524288,786432,1114112,1441794,1703944,1966354,2032412,2033439,1245184,1507840,1836035,1968395,2035478,2037534,1908767,1648919,1904897,2038021,2040591,1977369,1848351,1522461,1261075,933641,2045448,1981458,1720092,1457951,1129498,800528,536326,271873,1653526,1324318,994591,729879,465420,201220,68352,1536,923679,593949,330003,197897,66050,0,0,0
11012,73984,202752,331776,592384,918787,1245707,1507350,198656,459776,721152,983041,1310725,1638415,1900569,2031647,786432,1114112,1441794,1703944,1966354,2032412,2033439,1969434,1507840,1836035,1968395,2035478,2037534,1908767,1648919,1323532,2038021,2040591,1977369,1848351,1522461,1261075,933641,605698,1981458,1720092,1457951,1129498,800528,536326,271873,138496,1324318,994591,729879,465420,201220,68352,1536,512,593949,330003,197897,66050,0,0,0,1
73984,202752,331776,592384,918787,1245707,1507350,1835038,459776,721152,983041,1310725,1638415,1900569,2031647,2031901,1114112,1441794,1703944,1966354,2032412,2033439,1969434,1709328,1836035,1968395,2035478,2037534,1908767,1648919,1323532,997636,2040591,1977369,1848351,1522461,1261075,933641,605698,342016,1720092,1457951,1129498,800528,536326,271873,138496,5120,994591,729879,465420,201220,68352,1536,512,256,330003,197897,66050,0,0,0,1,6
202752,331776,592384,918787,1245707,1507350,1835038,1966111,721152,983041,1310725,1638415,1900569,2031647,2031901,1966867,1441794,1703944,1966354,2032412,2033439,1969434,1709328,1449222,1968395,2035478,2037534,1908767,1648919,1323532,997636,736768,1977369,1848351,1522461,1261075,933641,605698,342016,209152,1457951,1129498,800528,536326,271873,138496,5120,3328,729879,465420,201220,68352,1536,512,256,3,197897,66050,0,0,0,1,6,15
331776,592384,918787,1245707,1507350,1835038,1966111,2031639,983041,1310725,1638415,1900569,2031647,2031901,1966867,1836553,1703944,1966354,2032412,2033439,1969434,1709328,1449222,1124097,2035478,2037534,1908767,1648919,1323532,997636,736768,474880,1848351,1522461,1261075,933641,605698,342016,209152,75776,1129498,800528,536326,271873,138496,5120,3328,1794,465420,201220,68352,1536,512,256,3,11,66050,0,0,0,1,6,15,66074
592384,918787,1245707,1507350,1835038,1966111,2031639,2031628,1310725,1638415,1900569,2031647,2031901,1966867,1836553,1510146,1966354,2032412,2033439,1969434,1709328,1449222,1124097,798464,2037534,1908767,1648919,1323532,997636,736768,474880,212480,1522461,1261075,933641,605698,342016,209152,75776,7937,800528,536326,271873,138496,5120,3328,1794,776,201220,68352,1536,512,256,3,11,22,0,0,0,1,6,15,66074,197919
918787,1245707,1507350,1835038,1966111,2031639,2031628,1900548,1638415,1900569,2031647,2031901,1966867,1836553,1510146,1249792,2032412,2033439,1969434,1709328,1449222,1124097,798464,538368,1908767,1648919,1323532,997636,736768,474880,212480,80384,1261075,933641,605698,342016,209152,75776,7937,5638,536326,271873,138496,5120,3328,1794,776,275,68352,1536,512,256,3,11,22,65566,0,0,1,6,15,66074,197919,395805
1245707,1507350,1835038,1966111,2031639,2031628,1900548,1638912,1900569,2031647,2031901,1966867,1836553,1510146,1249792,924416,2033439,1969434,1709328,1449222,1124097,798464,538368,277760,1648919,1323532,997636,736768,474880,212480,80384,13059,933641,605698,342016,209152,75776,7937,5638,3855,271873,138496,5120,3328,1794,776,275,28,1536,512,256,3,11,22,65566,131102,0,1,6,15,66074,197919,395805,659731
1507350,1835038,1966111,2031639,2031628,1900548,1638912,1312000,2031647,2031901,1966867,1836553,1510146,1249792,924416,599040,1969434,1709328,1449222,1124097,798464,538368,277760,147202,1323532,997636,736768,474880,212480,80384,13059,11019,605698,342016,209152,75776,7937,5638,3855,2074,138496,5120,3328,1794,776,275,28,31,512,256,3,11,22,65566,131102,327958,1,6,15,66074,197919,395805,659731,989448
1835038,1966111,2031639,2031628,1900548,1638912,1312000,985600,2031901,1966867,1836553,1510146,1249792,924416,599040,339201,1709328,1449222,1124097,798464,538368,277760,147202,16136,997636,736768,474880,212480,80384,13059,11019,8726,342016,209152,75776,7937,5638,3855,2074,1055,5120,3328,1794,776,275,28,31,131098,256,3,11,22,65566,131102,327958,590860,6,15,66074,197919,395805,659731,989448,1319426
1966111,2031639,2031628,1900548,1638912,1312000,985600,724992,1966867,1836553,1510146,1249792,924416,599040,339201,210182,1449222,1124097,798464,538368,277760,147202,16136,15379,736768,474880,212480,80384,13059,11019,8726,6430,209152,75776,7937,5638,3855,2074,1055,285,3328,1794,776,275,28,31,131098,262159,3,11,22,65566,131102,327958,590860,854020,15,66074,197919,395805,659731,989448,1319426,1583872
2031639,2031628,1900548,1638912,1312000,985600,724992,399620,1836553,1510146,1249792,924416,599040,339201,210182,80913,1124097,798464,538368,277760,147202,16136,15379,13597,474880,212480,80384,13059,11019,8726,6430,4126,75776,7937,5638,3855,2074,1055,285,65553,1794,776,275,28,31,131098,262159,524293,11,22,65566,131102,327958,590860,854020,1249280,66074,197919,395805,659731,989448,1319426,1583872,1914112
2031628,1900548,1638912,1312000,985600,724992,399620,205581,1510146,1249792,924416,599040,339201,210182,80913,16155,798464,538368,277760,147202,16136,15379,13597,11551,212480,80384,13059,11019,8726,6430,4126,2325,7937,5638,3855,2074,1055,285,65553,196615,776,275,28,31,131098,262159,524293,786688,22,65566,131102,327958,590860,854020,1249280,1579008,197919,395805,659731,989448,1319426,1583872,1914112,2046720
1900548,1638912,1312000,985600,724992,399620,205581,76824,1249792,924416,599040,339201,210182,80913,16155,16159,538368,277760,147202,16136,15379,13597,11551,8985,80384,13059,11019,8726,6430,4126,2325,66826,5638,3855,2074,1055,285,65553,196615,458753,275,28,31,131098,262159,524293,786688,1115136,65566,131102,327958,590860,854020,1249280,1579008,1843456,395805,659731,989448,1319426,1583872,1914112,2046720,2047745
1638912,1312000,985600,724992,399620,205581,76824,13343,924416,599040,339201,210182,80913,16155,16159,15388,277760,147202,16136,15379,13597,11551,8985,6670,13059,11019,8726,6430,4126,2325,66826,197123,3855,2074,1055,285,65553,196615,458753,720896,28,31,131098,262159,524293,786688,1115136,1443840,131102,327958,590860,854020,1249280,1579008,1843456,1976832,659731,989448,1319426,1583872,1914112,2046720,2047745,1982215
