2079,2079,2079,2079,2079,2079,2079,2079,2079,0,0,0,0,0,0,2079,2079,0,0,0,0,0,0,2079,2079,0,0,0,0,0,0,2079,2079,0,0,0,0,0,0,2079,2079,0,0,0,0,0,0,2079,2079,0,0,0,0,0,0,2079,2079,2079,2079,2079,2079,2079,2079,2079
0,0,0,0,0,0,0,0,0,2079,2079,2079,2079,2079,2079,0,0,2079,0,0,0,0,2079,0,0,2079,0,0,0,0,2079,0,0,2079,0,0,0,0,2079,0,0,2079,0,0,0,0,2079,0,0,2079,2079,2079,2079,2079,2079,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,2079,2079,2079,0,0,0,0,2079,0,0,2079,0,0,0,0,2079,0,0,2079,0,0,0,0,2079,2079,2079,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,2079,0,0,0,0,0,0,2079,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,31,31,31,31,31,31,31,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31,31,31,31,31,31,31,31,31
0,0,0,0,0,0,0,0,0,31,31,31,31,31,31,0,0,31,0,0,0,0,31,0,0,31,0,0,0,0,31,0,0,31,0,0,0,0,31,0,0,31,0,0,0,0,31,0,0,31,31,31,31,31,31,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,31,31,0,0,0,0,31,0,0,31,0,0,0,0,31,0,0,31,0,0,0,0,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
